observation_date,GBRPPDMMINMEI
2011-08-01,101.59153403883001
2011-09-01,101.99150070827400
2011-10-01,101.99150070827400
2011-11-01,102.29147571035701
2011-12-01,101.99150070827400
2012-01-01,102.29147571035701
2012-02-01,102.79143404716299
2012-03-01,103.69135905341200
2012-04-01,103.89134238813401
2012-05-01,103.09140904924600
2012-06-01,102.09149237563500
2012-07-01,102.19148404299600
2012-08-01,103.19140071660701
2012-09-01,103.69135905341200
2012-10-01,103.79135072077300
2012-11-01,103.29139238396800
2012-12-01,102.89142571452400
2013-01-01,103.39138405132900
2013-02-01,104.69127572702300
2013-03-01,104.79126739438399
2013-04-01,104.09132572285600
2013-05-01,103.79135072077300
2013-06-01,103.89134238813401
2013-07-01,104.59128405966200
2013-08-01,104.79126739438399
2013-09-01,104.79126739438399
2013-10-01,103.99133405549500
2013-11-01,103.69135905341200
2013-12-01,103.69135905341200
2014-01-01,103.79135072077300
2014-02-01,103.99133405549500
2014-03-01,103.99133405549500
2014-04-01,103.89134238813401
2014-05-01,103.79135072077300
2014-06-01,103.59136738605100
2014-07-01,103.49137571868999
2014-08-01,103.29139238396800
2014-09-01,102.99141738188500
2014-10-01,102.29147571035701
2014-11-01,101.79151737355200
2014-12-01,100.79160069994199
2015-01-01,99.99166736105330
2015-02-01,100.29164236313601
2015-03-01,100.59161736522000
2015-04-01,100.69160903258100
2015-05-01,100.89159236730301
2015-06-01,100.69160903258100
2015-07-01,100.29164236313601
2015-08-01,99.79168402633120
2015-09-01,99.59170069160901
2015-10-01,99.39171735688690
2015-11-01,99.09174235480380
2015-12-01,98.69177568535960
2016-01-01,98.79176735272060
2016-02-01,98.89175902008169
2016-03-01,99.19173402216479
2016-04-01,99.29172568952590
2016-05-01,99.39171735688690
2016-06-01,99.79168402633120
2016-07-01,100.29164236313601
2016-08-01,100.49162569785901
2016-09-01,100.69160903258100
2016-10-01,101.69152570619100
2016-11-01,101.69152570619100
2016-12-01,101.99150070827400
2017-01-01,102.79143404716299
2017-02-01,103.09140904924600
2017-03-01,103.39138405132900
2017-04-01,103.49137571868999
2017-05-01,103.49137571868999
2017-06-01,103.59136738605100
2017-07-01,103.79135072077300
2017-08-01,104.29130905757900
2017-09-01,104.79126739438399
2017-10-01,105.09124239646700
2017-11-01,105.49120906591099
2017-12-01,105.79118406799400
2018-01-01,105.99116740271600
2018-02-01,105.99116740271600
2018-03-01,106.19115073743900
2018-04-01,106.69110907424400
2018-05-01,107.59103408049300
2018-06-01,108.09099241729901
2018-07-01,107.89100908257601
2018-08-01,108.29097575202100
2018-09-01,108.79093408882601
2018-10-01,109.19090075827000
2018-11-01,108.99091742354800
2018-12-01,108.39096741938199
2019-01-01,108.29097575202100
2019-02-01,108.49095908674300
2019-03-01,108.69094242146500
2019-04-01,109.19090075827000
2019-05-01,109.69085909507500
2019-06-01,109.49087576035301
2019-07-01,109.89084242979800
2019-08-01,109.79085076243599
2019-09-01,109.69085909507500
2019-10-01,109.39088409299200
2019-11-01,108.99091742354800
2019-12-01,108.99091742354800
2020-01-01,109.19090075827000
2020-02-01,108.99091742354800
2020-03-01,108.49095908674300
2020-04-01,107.29105907841000
2020-05-01,107.19106741104900
2020-06-01,107.69102574785400
2020-07-01,107.99100074993800
2020-08-01,107.89100908257601
2020-09-01,107.79101741521499
2020-10-01,107.89100908257601
2020-11-01,108.29097575202100
2020-12-01,108.69094242146500
2021-01-01,109.49087576035301
2021-02-01,110.19081743188100
2021-03-01,110.59078410132500
2021-04-01,111.09074243812999
2021-05-01,111.89067577701900
2021-06-01,112.69060911590699
2021-07-01,113.79051745687900
2021-08-01,114.59045079576700
2021-09-01,115.39038413465499
2021-10-01,117.29022581451500
2021-11-01,118.39013415548700
2021-12-01,118.99008415965299
2022-01-01,120.68994250479101
2022-02-01,121.98983418048500
2022-03-01,125.78951754020500
2022-04-01,129.48920923256401
2022-05-01,131.78901758186799
2022-06-01,134.68877593533901
2022-07-01,136.48862594783799
2022-08-01,136.48862594783799
2022-09-01,136.48862594783799
2022-10-01,137.78851762353099
2022-11-01,137.68852595617000
2022-12-01,136.48862594783799
